problem,num_obj,iteration,reference_point,iRVEA_EH-metric,iNSGAIII_EH-metric,iRVEA_R_HV,iNSGAIII_R_HV,iRVEA_PMOD,iNSGAIII_PMOD,iRVEA_PMDA,iNSGAIII_PMDA,iRVEA_CCF,iNSGAIII_CCF,iRVEA_FE,iNSGAIII_FE,iRVEAUPCF,iNSGAIIIUPCF,iRVEA_UPCF,iNSGAIII_UPCF
DTLZ1,3,1,"[2.88, 17.3, 0.0]",0.0,0.45556300018349494,0,8.296400850054123,13.68664003598269,7.429427110192525,21.23324672381756,10.41375182118331,0,12,2182,2412,,,0.0,0.10921391256939486
DTLZ1,3,2,"[0.0, 0.819, 2.05]",0.0,0.21434319570515625,0,4.004709830290116,11.551949886329863,6.387597568650392,14.20564855841876,8.148839777283907,0,12,3088,3612,,,0.0,0.05896544250169563
DTLZ1,3,3,"[0.0, 0.0, 1.58]",0.0,0.6319953231022413,0,6.60683886066639,10.442314826044951,6.21609860573464,14.746002672955724,5.709373251463039,0,12,4204,4812,,,0.0,0.0868839687448868
DTLZ1,3,4,"[0.237, 0.315, 0.0]",0.0,0.059984373121164204,0,5.725541628523977,11.478197959109366,4.741944942608386,12.819012463629507,3.864971497108748,0,12,5224,6012,,,0.0,0.002654826228470585
DTLZ1,3,5,"[2.22e-16, 2.22e-16, 0.483]",0.0,0.1438421391755819,0,6.5571858787148125,11.120016307916005,5.294048726423241,13.449769709178728,2.906013957448621,0,12,6382,7212,,,0.0,0.0041284251451583175
DTLZ1,3,6,"[2.22e-16, 2.22e-16, 0.415]",0.0,0.1779412432926496,0,6.514027927036292,9.882490983043644,5.2183169712454776,12.502166892823105,2.87709998653802,0,12,7782,8412,,,0.0,0.005151941381860997
DTLZ1,3,7,"[2.22e-16, 2.22e-16, 0.415]",0.0,0.5915241008111763,0,5.887165392366255,5.900269035812468,4.750676375373525,6.8039636258006055,2.3078521536781196,0,12,9182,9612,,,0.0,0.008035919360102487
DTLZ1,3,8,"[2.22e-16, 2.22e-16, 0.414]",0.5,0.6893014232851793,1.0000000000000002,4.927457830184895,6.608290589938232,4.588013451514769,5.2353322925207175,2.242080041561069,0,10,10582,10812,,,0.0,0.004106505869308896
DTLZ2,3,1,"[2.25e-17, 0.165, 0.989]",0.8955281814126422,0.5738167948934914,7.940929878366607,7.1626121668497085,7.853457309607398,4.933438599943745,0.6567961520501578,0.7728252753727602,10,12,2104,2412,,,0.039386069814039394,0.04522043002885992
DTLZ2,3,2,"[9.09e-18, 1.0, 0.0]",0.8718368214448589,0.8289379868364415,6.687543839995186,8.017755011067157,5.73023930324913,6.38510418131828,0.6283934105576932,0.6105933441068558,6,12,3280,3612,,,0.022210442155300887,0.02732426879405625
DTLZ2,3,3,"[0.812, 0.609, 0.0]",0.0,0.5402695587882441,0,6.91036557985514,3.578525452613076,5.535085253119641,0.8773604668408875,0.7820979633778277,0,12,3690,4812,,,0.0,0.1451702950907255
DTLZ2,3,4,"[0.932, 0.373, 0.0]",0.5650492925796053,0.9317694006665835,7.210694679069691,7.731761541186853,3.620804254101069,22.161513893064246,0.8821059819927536,0.6214670591634094,3,11,4090,6012,,,0.0,8.140808308413602e-05
DTLZ2,3,5,"[0.183, 0.183, 0.954]",0.6772658925751867,0.3604437835344005,7.64322957390938,3.772427297200535,5.053099342763396,4.814309605198055,0.7576711682522994,0.8394687555067001,6,11,4570,7212,,,0.0,0.017081160906518702
DTLZ2,3,6,"[0.188, 0.188, 0.958]",0.7696492580888062,0.8702049287676831,7.750815360341458,7.903243306920898,7.90800822860548,8.11337835363242,0.6961072248388058,0.6893157196378916,12,11,5388,8412,,,0.028826016597105437,0.023467288735298207
DTLZ2,3,7,"[0.191, 0.191, 0.961]",0.7945858900799021,0.892050753271011,7.8216893009999255,7.963433133008464,7.471187656551294,7.645447717089915,0.6880083968966185,0.6578399823262064,11,12,6988,9612,,,0.017143671714849987,0.015722407544589093
DTLZ2,3,8,"[0.191, 0.191, 0.961]",0.7956542030423022,0.8946380596147088,7.820253611560914,7.538909746295519,8.234928776428667,17.998614985528604,0.6839697523766011,0.6323821872493384,12,11,8588,10812,,,0.0006489541628412189,0.0002133334429857604
DTLZ3,3,1,"[21.2, 0.0, 52.9]",0.6723069834099159,0.6089706589301782,8.0,7.973470141480321,26.526331867300932,28.466568209618853,45.058201731233765,52.802887827274105,8,4,1932,2412,,,0.42989351533927567,0.07485350075028889
DTLZ3,3,2,"[4e-32, 3.77, 9.43]",0.6532630017409582,0.3829309759611772,5.303492938069029,2.251187212021286,18.644645923139166,25.792960825170738,27.266083550062827,41.918451117627384,6,5,3344,3612,,,0.734912178197898,0.05165410044856402
DTLZ3,3,3,"[1.26e-32, 0.386, 2.32]",0.4760242585597759,0.27165325933401346,3.289267547441885,1.2015623747523652,16.270558620533652,19.580652101760553,23.497682628938982,35.98007633597465,13,4,4878,4812,,,0.7268466015009614,0.002323370827035847
