problem,num_obj,iteration,reference_point,iRVEA_EH-metric,iNSGAIII_EH-metric,iRVEA_R_HV,iNSGAIII_R_HV,iRVEA_PMOD,iNSGAIII_PMOD,iRVEA_PMDA,iNSGAIII_PMDA,iRVEA_CCF,iNSGAIII_CCF,iRVEA_FE,iNSGAIII_FE,iRVEAUPCF,iNSGAIIIUPCF,iRVEA_UPCF,iNSGAIII_UPCF
DTLZ1,3,1,"[2.88, 17.3, 0.0]",1.0,0.843657061333384,1.3283395026064022,7.947793434788489,18.643782109027804,9.737088787677846,26.586958769326348,18.993149394304766,0,12,2820,2412,,,0.0,0.026819744170818574
DTLZ1,3,2,"[0.0, 0.819, 2.05]",1.0,0.48904319058539847,1.0000000000000002,4.25340655900025,12.902948039229125,8.083790755539129,18.35902881733904,13.41052772286392,1,12,4012,3612,,,0.0,0.013331077450822923
DTLZ1,3,3,"[0.0, 0.0, 1.58]",1.0,0.75216730231716,1.0,6.425071704029399,11.02615340803116,5.5082780131174705,14.59910737978442,5.661843270668008,1,12,5272,4812,,,0.0,0.002632107580823552
DTLZ1,3,4,"[0.237, 0.315, 0.0]",0.9813335294726975,0.5789302248214521,1.0570512270390149,4.937491094959635,10.590246484481199,5.597648188699399,11.49077463940169,6.005976759742438,1,12,6572,6012,,,0.0,0.0009590353383945734
DTLZ1,3,5,"[2.22e-16, 2.22e-16, 0.483]",1.0,0.6227080961155034,1.0,5.034329510830656,7.505656222420524,4.960583070306011,9.788979161535565,5.3506038163199365,1,12,7784,7212,,,0.0,0.006741883222357733
DTLZ1,3,6,"[2.22e-16, 2.22e-16, 0.415]",0.0,0.5980864818922563,0.0,5.716751584320589,7.111994779936621,4.529698816638287,8.50334683690282,3.6272279796124565,0,9,9184,8412,,,0.0,1.418708961888918e-05
DTLZ1,3,7,"[2.22e-16, 2.22e-16, 0.415]",0.9999999999999999,0.6626812621201487,1.0,5.358868644566712,5.624306187179238,3.7528367603319386,4.642373553429849,2.177802288985767,1,12,10584,9612,,,0.0,0.0027351249210507324
DTLZ1,3,8,"[2.22e-16, 2.22e-16, 0.414]",0.9999999999999999,0.6028716205243382,1.0,5.059845523444364,4.646915987105803,4.165927410783577,2.070974942029209,1.2258164965250282,1,12,11984,10812,,,0.0,0.01354850700643396
DTLZ2,3,1,"[2.25e-17, 0.165, 0.989]",0.7949909851679007,0.9006490296965051,7.9255556166126855,7.707982303489591,4.9789012505734735,9.050690391964956,0.670243885382899,0.6133261600085315,8,12,2058,2412,,,0.005323749516146574,0.011657684558384403
DTLZ2,3,2,"[9.09e-18, 1.0, 0.0]",0.7866584804208824,0.8901015736055148,7.976381281968701,7.182776799384887,4.843134729706053,5.807948658189867,0.6282507576482085,0.6099416892609518,10,10,3326,3612,,,0.0034343565679642576,0.004035017459540745
