problem,num_obj,iteration,reference_point,iRVEA_EH-metric,iNSGAIII_EH-metric,iRVEA_R_HV,iNSGAIII_R_HV,iRVEA_PMOD,iNSGAIII_PMOD,iRVEA_PMDA,iNSGAIII_PMDA,iRVEA_CCF,iNSGAIII_CCF,iRVEA_FE,iNSGAIII_FE,iRVEAUPCF,iNSGAIIIUPCF,iRVEA_UPCF,iNSGAIII_UPCF
DTLZ1,3,1,"[2.88, 17.3, 0.0]",0.8061703157700584,0.67849949903589,7.756479279599572,5.286926866003558,11.271715400303835,21.92509494172817,15.356865500913493,33.38008421083571,11,6,2664,2412,,,0.0,0.0
DTLZ1,3,2,"[0.0, 0.819, 2.05]",0.6887358323809489,0.25886679507760646,5.228251224166259,2.818963794106519,10.574977438246313,13.284702350897946,13.305600301052863,28.143733118148717,12,12,3472,3612,,,0.7132322327556619,0.5139018695801549
DTLZ1,3,3,"[0.0, 0.0, 1.58]",0.6859779767234289,0.2535272407653889,4.9427186511664205,2.3990352895180007,9.01048239257881,11.088732599223938,12.062161083317047,22.802312916909013,8,12,4584,4812,,,0.7424091316504913,0.46834713115422444
DTLZ1,3,4,"[0.237, 0.315, 0.0]",0.6946865189361886,0.1280021169262232,4.632155936333825,1.447467657974254,9.302114520350402,9.691640231742701,10.089447173904627,18.806971693127096,5,11,4912,6012,,,0.5192228264121956,0.1680834658937725
DTLZ1,3,5,"[2.22e-16, 2.22e-16, 0.483]",0.41432896103821815,0.1970016282422547,4.18628891429498,1.9797799720720062,9.38241815621427,13.147718849890126,12.434751497072476,16.25847954251064,10,12,5460,7212,,,0.5334785653021938,0.19681559256347317
DTLZ1,3,6,"[2.22e-16, 2.22e-16, 0.415]",0.4576749099697122,0.4105819628633292,3.7972660723967753,1.8688023174535822,8.396596812586205,11.42077621850704,9.345575723682568,13.040627058210783,11,3,6860,8412,,,0.42125349099368303,0.0
DTLZ1,3,7,"[2.22e-16, 2.22e-16, 0.415]",0.48606619059006795,0.3505715093444147,5.303986364848682,2.0605460550435692,7.521823575802097,11.398816605969966,8.791849462304809,13.231917910836424,13,5,8260,9612,,,0.5476293271154828,0.030858510815325355
DTLZ1,3,8,"[2.22e-16, 2.22e-16, 0.414]",0.7119208891245474,0.5,6.356426999618794,1.0000000000000002,5.715966467060383,12.889862060809062,4.190885439463854,11.925271920414666,12,1,9660,10812,,,0.0,0.0
DTLZ2,3,1,"[2.25e-17, 0.165, 0.989]",0.8149346052575932,0.8930993676220293,7.938985392723969,8.002417099305278,5.841893999757039,9.163972623742103,0.6432846494441674,0.6148126257274079,14,12,1890,2412,,,0.009362265592713723,0.013852631785159426
DTLZ2,3,2,"[9.09e-18, 1.0, 0.0]",0.747616387032896,0.9185079374172285,6.694774372779016,8.01548575205482,4.784682547784591,7.362194538185193,0.6390321464258423,0.5604046220091065,7,11,2978,3612,,,0.0002573850767764492,0.0002507646031852421
DTLZ2,3,3,"[0.812, 0.609, 0.0]",0.7081955410397518,0.9105633428539669,6.502304614042235,7.43419258234143,4.050678777456136,9.96002740446975,0.8257900160151316,0.6623147291971554,3,12,3388,4812,,,0.0,0.014036069806181741
DTLZ2,3,4,"[0.932, 0.373, 0.0]",0.7760453146789437,0.9332324649805611,7.736758165349496,7.377284915328362,6.885113061294312,24.75757056973101,0.6962495177517385,0.6203248625089096,10,10,4274,6012,,,3.84020059595998e-06,2.4192638993527035e-05
DTLZ2,3,5,"[0.183, 0.183, 0.954]",0.6302795007618605,0.10938677823927877,7.675454192717305,2.9964516539773784,4.521375120314156,4.09658406967947,0.8171755145577146,0.9806977984689139,4,10,4686,7212,,,0.0,0.01710350238351502
DTLZ2,3,6,"[0.188, 0.188, 0.958]",0.6712905918521166,0.21137429316366957,7.748938160003414,2.9739508360144438,4.6915277964412025,4.243287352762414,0.7603333737534629,0.9525890260423275,6,8,5156,8412,,,0.0,0.012462313565702321
DTLZ2,3,7,"[0.191, 0.191, 0.961]",0.7902656014853228,0.6000201314871071,7.782724238310973,7.8503640072984595,8.183946648763493,5.390231959116944,0.6882990370975038,0.792130639888481,14,10,6322,9612,,,0.042634433195702544,0.08957827343490012
DTLZ2,3,8,"[0.191, 0.191, 0.961]",0.7827491586755492,0.8365708178902352,7.822218706260527,7.963308684585818,9.667328932298453,5.8768353180478465,0.6860283474043212,0.6825953099890517,10,12,7922,10812,,,0.026417402728826506,0.012451795891506218
DTLZ3,3,1,"[21.2, 0.0, 52.9]",0.0,0.5562233930574199,0.0,7.999999999999999,25.83116659998774,34.41866935128891,70.29804783878716,53.287711599978444,0,11,1660,2412,,,0.0,0.302704881490514
DTLZ3,3,2,"[4e-32, 3.77, 9.43]",0.5322315519841168,0.7214408276116444,1.2061236631225747,5.828095490664559,33.951578776591,12.246965101100777,69.39188234363004,32.723663311173716,0,12,3084,3612,,,0.0,0.0009823527276423376
DTLZ3,3,3,"[1.26e-32, 0.386, 2.32]",0.5045205338115364,0.6864593285887838,1.027369164605552,4.86829098567028,25.307785080611396,9.970929275812766,43.416200839609424,19.499315711157447,0,7,4524,4812,,,0.0,0.0003674073698956903
DTLZ3,3,4,"[0.172, 0.0, 1.03]",0.33571872958655574,0.6066999648964722,1.0216225658675449,4.364675419590402,17.30885872697529,7.465930648154122,23.968233080299257,11.92763852335712,3,12,5780,6012,,,0.0,0.00031962358101297276
DTLZ3,3,5,"[0.185, 0.185, 0.964]",0.49573821010413177,0.5247711513253094,1.031204051155118,3.9984083261538492,13.98193086855763,7.709272133820622,19.350162555997393,11.897340016413134,2,12,7192,7212,,,0.0,0.0023770698208069154
DTLZ3,3,6,"[0.191, 0.191, 0.969]",0.4949607082520201,0.7004706401577774,1.0327299014136058,5.539962520416005,13.550161794896988,6.02182810930079,17.892095445587636,7.025854233811512,2,12,8778,8412,,,0.0,0.0005356011725572511
DTLZ3,3,7,"[0.192, 0.192, 0.97]",0.49301614941518646,0.8082302343968332,1.045921298413138,6.2170132922452765,10.631729695571957,4.531740577538391,13.948616597489515,3.0777315876828717,2,12,10378,9612,,,0.0,7.066944209785104e-05
DTLZ3,3,8,"[0.193, 0.193, 0.971]",0.0,0.058289744615753356,0.0,6.862918771735536,10.62471454654258,4.865913621354938,12.51166393834919,2.098829766940415,0,12,11978,10812,,,0.0,9.505475240326961e-05
DTLZ4,3,1,"[5.8e-17, 1.0, 0.0]",1.0,0.08333333333333333,1.0000937530183698,1.9162643346008372,2.7072004176953923,3.8374398284312834,1.1114577270285944,1.1126699135408944,1,12,422,2412,,,0.0,1.0253074981972114e-21
DTLZ4,3,2,"[2.48e-19, 0.801, 0.601]",1.0,0.7688387461216805,1.000118430449207,8.304921104632804,2.7066547963855605,7.350272952410005,1.0560124569176843,0.7178036156153107,1,12,622,3612,,,3.9475258085674973e-05,0.15750745520831
DTLZ4,3,3,"[0.69, 0.69, 0.23]",0.8719629636873807,0.7322632109433115,4.836908963753141,8.046745187432425,3.2648159881209677,5.62278826357416,0.8141842861698309,0.7265509203773601,1,11,822,4812,,,0.003836114454159544,0.05584061983827082
DTLZ4,3,4,"[0.444, 0.889, 0.222]",0.9635432126335929,0.8833962411954335,3.0177410505411153,8.174943696893632,2.9330219869115215,7.16461450163604,0.9021300108583201,0.7214430282509996,1,11,1022,6012,,,0.0,0.017639111432480294
