problem,num_obj,iteration,reference_point,iRVEA_EH-metric,iNSGAIII_EH-metric,iRVEA_R_HV,iNSGAIII_R_HV,iRVEA_PMOD,iNSGAIII_PMOD,iRVEA_PMDA,iNSGAIII_PMDA,iRVEA_CCF,iNSGAIII_CCF,iRVEA_FE,iNSGAIII_FE,iRVEAUPCF,iNSGAIIIUPCF,iRVEA_UPCF,iNSGAIII_UPCF
DTLZ1,3,1,"[2.88, 17.3, 0.0]",1.0,0.7159166559769026,1.2743569026169446,8.0,14.906465431864046,11.388588609395594,21.0970595009904,13.979611490707919,1,12,1960,2412,,,0.012624351976716323,0.15091526531851113
DTLZ1,3,2,"[0.0, 0.819, 2.05]",0.5922868025540691,0.22466891481280934,3.170466985401751,2.5510057074676373,10.069947915634334,7.814221211257803,12.839470783875228,12.913739619331672,2,12,2746,3612,,,0.21243823549225682,0.21982659022841738
DTLZ1,3,3,"[0.0, 0.0, 1.58]",0.0,0.4479041877684126,0.0,4.859259029178574,8.2069896890514,5.128823050380605,8.33192310572657,5.656041878078888,0,12,3988,4812,,,0.0,0.06353736745124637
DTLZ1,3,4,"[0.237, 0.315, 0.0]",0.5948194291381272,0.12984459153126773,4.30395307751584,1.3129433991812405,6.065178714609644,5.518736414310364,4.063860239150192,5.913051767520122,6,12,4456,6012,,,0.4676218121088942,0.09735618819089079
DTLZ1,3,5,"[2.22e-16, 2.22e-16, 0.483]",0.4177251547320893,0.25023386195290537,4.5076045507064535,2.3396132944665937,4.981978766710272,6.675883626899587,4.413638465570281,5.205608746806222,10,12,5470,7212,,,0.43742092801209104,0.20019997374870338
DTLZ1,3,6,"[2.22e-16, 2.22e-16, 0.415]",0.5808932590993956,0.6301053128793846,1.568118929299332,4.929732308895906,5.527597033318037,5.256579390495014,4.101203391553079,2.158357502803572,2,12,6752,8412,,,0.02875441189675413,0.09901477816563994
DTLZ1,3,7,"[2.22e-16, 2.22e-16, 0.415]",0.6328489174657793,0.5312628193752983,2.0276365521146693,4.815807589871379,4.770338102891866,4.700165933647209,2.527858381592635,1.65597944358994,2,12,8152,9612,,,0.05912842653848,0.1342557024160128
DTLZ1,3,8,"[2.22e-16, 2.22e-16, 0.414]",0.9999999999999999,0.632359313937826,1.0000000000000002,4.657848559782531,5.018069126523558,4.741189562613192,2.535882608033925,1.4531474449269899,0,12,9552,10812,,,0.0,0.008084320835366244
DTLZ2,3,1,"[2.25e-17, 0.165, 0.989]",0.9134926500092437,0.8260264977850379,7.844366742996606,7.624425878930516,6.410512049233265,7.496572591936559,0.6657894197013623,0.6541367386137523,6,12,3010,2412,,,0.00877455438979941,0.03606024309814988
DTLZ2,3,2,"[9.09e-18, 1.0, 0.0]",0.7914069851595406,0.9045718212700317,6.720690930585723,8.018544878823283,6.912928733445412,9.770709430039656,0.6119419941368027,0.5600879209874644,11,12,4106,3612,,,0.0013825169907820895,0.00498203400148464
DTLZ2,3,3,"[0.812, 0.609, 0.0]",0.695533327241286,0.21206776266838792,5.94854397255821,4.506838515072574,3.5399971157007846,4.231000518378653,0.8772198815609255,0.9266356761722766,2,12,4516,4812,,,8.063704347337018e-07,0.004750403165509639
DTLZ2,3,4,"[0.932, 0.373, 0.0]",0.5650129692230349,0.901988373395639,7.211199541775869,7.846420105995214,3.134322648224326,8.006348614778243,0.8820555516351026,0.684584540732427,3,11,4916,6012,,,1.2663658220120944e-05,0.015497363773478172
DTLZ2,3,5,"[0.183, 0.183, 0.954]",0.6362241452246644,0.8328561005710915,7.687229889249354,7.460279537287709,4.19526642932953,7.957317420932036,0.8167377879233098,0.6957643042704369,4,10,5316,7212,,,0.0015413024784416418,0.0030432328855925115
DTLZ2,3,6,"[0.188, 0.188, 0.958]",0.7315912592859662,0.8900908962056251,7.814071347968185,7.740289554045705,6.642375947194416,20.606095307789364,0.7178378378937806,0.6311595900610186,9,12,5966,8412,,,0.0018176115071424593,0.001441037172142211
DTLZ2,3,7,"[0.191, 0.191, 0.961]",0.7812316486945696,0.8949288382224674,7.8199458300080655,7.971082415126605,7.143049856791488,26.52950928085544,0.69875610646941,0.6317055628050067,11,12,7460,9612,,,0.0012095541686593554,0.0012474532361168623
DTLZ2,3,8,"[0.191, 0.191, 0.961]",0.7870140093991966,0.8970224779797166,7.540947337593677,7.971351706087703,8.525394868055006,19.76288134549363,0.6845064394468307,0.6315029005149525,13,10,9060,10812,,,0.0011340137809410851,0.0010743788562221136
DTLZ3,3,1,"[21.2, 0.0, 52.9]",0.46186196073833624,0.22346329226483722,8.0,8.001698266673898,17.375573614668124,13.74870895514549,26.294300580575573,41.87525704255375,13,12,2532,2412,,,0.5973872956275621,0.016626563545870075
DTLZ3,3,2,"[4e-32, 3.77, 9.43]",0.9069855942853461,0.3927724378131532,8.43694994376506,2.2857517763065602,10.405463869921109,15.057374591450978,9.974417509917425,29.446143535176557,7,4,3650,3612,,,0.9510021679782463,3.682375906551076e-05
DTLZ3,3,3,"[1.26e-32, 0.386, 2.32]",0.22084053322062813,0.0,6.154881117643403,,6.024000503217668,16.745086942141832,7.853542196138434,24.330509306263995,3,0,5032,4812,,,0.0,0.0
DTLZ3,3,4,"[0.172, 0.0, 1.03]",0.9163016886896731,0.9697829451622159,7.832095858941938,7.35874054166476,7.01607898587285,27.993108099690495,6.051708294695696,49.8425518000595,9,0,6390,6012,,,5.379843379945318e-32,0.0
DTLZ3,3,5,"[0.185, 0.185, 0.964]",0.6693234924899877,0.4723161831321878,5.274508194407704,1.198359041289505,7.208230812861418,12.51203568790508,5.948957849856783,16.040643237074807,9,0,7238,7212,,,0.0,0.0
DTLZ3,3,6,"[0.191, 0.191, 0.969]",0.08124947679330694,0.0,5.77548327321344,,6.547397331562074,12.662722012630006,4.889427181294898,16.011219309003152,15,0,8600,8412,,,0.0021499264718424396,0.0
DTLZ3,3,7,"[0.192, 0.192, 0.97]",0.09534586393727448,0.0,6.053084691489159,,5.991685629174516,10.892396082477411,3.7993097830871196,13.109847229618667,15,0,10200,9612,,,0.0019235517316060378,0.0
DTLZ3,3,8,"[0.193, 0.193, 0.971]",0.15137202961656862,0.0,6.2704577098221,,5.44768823751999,8.544890313081028,2.81455025558812,8.934033980311026,10,0,11800,10812,,,0.0026102530527384576,0.0
DTLZ4,3,1,"[5.8e-17, 1.0, 0.0]",0.8694633277308349,0.201440948605301,7.978405230697731,1.0060951500812791,6.644066205788832,3.185441575494994,0.6126642643381929,1.1113297255460886,12,5,2222,2412,,,0.0,3.9717138773501086e-277
DTLZ4,3,2,"[2.48e-19, 0.801, 0.601]",0.838847518426517,0.9996199961796123,7.213199140885942,1.0011404447247474,7.565870932425555,2.7066127280093992,0.7087095773275802,1.0559512058382803,11,1,3228,3612,,,0.0,0.0
DTLZ4,3,3,"[0.69, 0.69, 0.23]",0.631155151689999,0.42512614140070293,7.454443256951608,4.827342638773317,8.040621923096726,3.5267607465050124,0.7415654124483803,0.8141691692027048,11,2,4348,4812,,,0.0,0.0
DTLZ4,3,4,"[0.444, 0.889, 0.222]",0.7683761429874715,0.07407382520433237,7.65291199405515,3.01136477468802,8.683395046754468,4.27414824195626,0.7264566197097893,0.9021197369769139,12,12,5718,6012,,,0.0,0.0
DTLZ4,3,5,"[0.677, 0.677, 0.218]",0.6518960434925416,0.16150640727473045,7.500292596119112,4.717403263749076,8.354154857699497,5.120327047762073,0.7269618260387367,0.8132673595606618,14,12,6876,7212,,,0.0,0.0
DTLZ4,3,6,"[0.677, 0.677, 0.218]",0.650376344546349,0.16150534879665937,7.385529585879194,4.716541713234388,9.049077841960585,5.120327053517245,0.7273088180977464,0.8132673510717067,14,12,8476,8412,,,0.0,0.0
DTLZ4,3,7,"[0.677, 0.677, 0.218]",0.6508641583035125,0.16149867160702294,7.39053221830879,4.71643793428023,6.074122120074815,5.120327120463841,0.726197397080604,0.81326725232457,13,12,10076,9612,,,0.0,0.0
DTLZ4,3,8,"[0.677, 0.677, 0.218]",0.650846093119643,0.16146540430995138,7.390201625060592,4.716432776594002,8.446792433668897,5.120327124802526,0.7264063827915158,0.8132672459249489,10,12,11676,10812,,,0.0,0.0
DTLZ5,3,1,"[0.352, 0.352, 0.897]",0.5497803260480408,0.324887727020809,7.468856867905289,6.712491857333187,8.270694339442041,9.01840403730969,0.7070468045916373,0.7065832907422633,4,11,1984,2412,,,0.0,0.002618779526993775
DTLZ5,3,2,"[0.622, 0.622, 0.553]",1.0,0.6353754915456433,5.251195703809914,8.719891149824823,3.185635253766718,8.057246520277584,0.7985817694503041,0.7519104285547584,1,11,2192,3612,,,0.012726456145839645,0.0525649867938503
DTLZ5,3,3,"[0.562, 0.649, 0.569]",0.9022298738833394,0.6325729279845222,7.39451730019288,7.278427443357557,9.327378619166444,6.325150792365434,0.7997594529209588,0.7502080758511019,1,10,3258,4812,,,0.0,0.025921445154764425
DTLZ5,3,4,"[0.562, 0.649, 0.569]",0.9285719099735349,0.5383773064820192,7.484846772994891,5.062836613356067,6.734875593000223,7.8686343290930925,0.7867456617106928,0.7576085574084993,2,12,4658,6012,,,0.0,0.01683737248154385
DTLZ5,3,5,"[0.512, 0.512, 0.655]",0.7415222503839884,0.39185679209471397,7.922371858961058,7.764614818702855,8.45271498308255,7.4120405146658035,0.7448601417540054,0.7548005402910988,4,12,5570,7212,,,0.0073430921854483865,0.04178213475827791
DTLZ5,3,6,"[0.512, 0.512, 0.655]",0.7548191153865971,0.48374918520683136,7.916140022719369,6.8690114833989355,6.429934033989596,9.030479015228469,0.7396651205712624,0.7386344369070154,4,12,6570,8412,,,0.0030181371650922786,0.034532184648010514
DTLZ5,3,7,"[0.51, 0.51, 0.653]",0.7661921241170518,0.5547034511565774,7.867923967067989,7.469451782768874,8.658925273938419,11.087534638113452,0.7410001101180469,0.7334715000703259,4,8,7570,9612,,,0.007478652006609676,0.03863333413584796
DTLZ5,3,8,"[0.51, 0.51, 0.653]",0.7671854513657633,0.48370641458813285,7.859189099107541,6.056715016180641,8.584936638098156,10.400983068278265,0.7485810455962044,0.7324999370606825,4,9,8570,10812,,,0.0018331713270740354,0.025637949641122783
DTLZ6,3,1,"[3.69, 4.29, 3.46]",0.37109832449419794,0.4031844066870971,17.540939001396044,13.743204770546622,4.317149605262273,5.352579313563197,2.7360750648560987,3.295831508541863,7,6,2208,2412,,,0.2338433919596557,0.02737533046768619
DTLZ6,3,2,"[2.63, 3.04, 2.47]",0.5526407734136861,0.30555767999248085,13.349441953478397,12.019662412597166,4.231180348480644,4.364347324977434,2.5569801138079264,2.547704547047199,11,11,3808,3612,,,0.06729296916548969,0.08959803898551355
DTLZ6,3,3,"[1.94, 1.94, 1.94]",0.5216846656948873,0.38831623219224076,14.290746948860722,10.892586926262263,4.00928774133777,4.477982596749557,1.6824254866694421,1.8816756118216784,7,9,5216,4812,,,0.26140337155284343,0.1003675936071798
DTLZ6,3,4,"[1.7, 1.96, 1.6]",1.0,0.22050842817964786,9.72220268104237,19.079583547260334,3.4588142058223097,2.8274417074876945,1.244215670232838,0.788951675572887,1,12,6742,6012,,,0.0,0.0032631908022350184
DTLZ6,3,5,"[1.62, 2.22e-16, 2.22e-16]",0.9927857995830734,0.19191757343580151,1.8041031817621593,2.09264229149206,3.995674263625029,3.6196311638334384,1.6590287685398692,0.9124546569752706,0,12,7352,7212,,,0.0,0.0024003037489336476
DTLZ6,3,6,"[1.62, 2.22e-16, 2.22e-16]",0.9927857999980612,0.21551768089941958,1.8041031803077,2.2314445423700797,3.6753003738546965,3.5997994601835503,1.42664296924353,0.9163105862241726,0,12,8080,8412,,,0.0,0.0009896495662815898
DTLZ6,3,7,"[1.62, 2.22e-16, 2.22e-16]",0.9927858000249422,0.2185448844302393,1.8041031802134866,2.1846662010207534,3.6874900208085934,3.6902792324061604,1.2556915179255288,0.91944903884154,0,12,9426,9612,,,0.0,0.0009194860870050861
DTLZ6,3,8,"[1.62, 2.22e-16, 2.22e-16]",0.0,0.2083965855778973,0.0,2.0952177735104334,3.7290856352243935,3.5127584017038447,1.3777400196789231,0.9610701743748097,0,12,10826,10812,,,0.0,0.007442430627669775
DTLZ1,5,1,"[0.0, 0.0, 0.0, 0.0, 56.26173508]",0.0,0.0718313896040153,0.0,32.51943246860025,5.9208022079257105,6.460936696076905,5.83669326181968,4.088593831056444,0,86,13646,17286,,,0.0,0.08265505456861037
DTLZ1,5,2,"[0.0, 0.0, 0.0, 6.80623892, 17.0155973]",0.19555916486651972,0.12570174421866426,30.38188251256699,33.00615822619831,4.029394287654944,4.545449088581355,2.3487537113512134,2.7952578225298095,7,86,18768,25886,,,0.0860291928967753,0.12568752150142332
DTLZ1,5,3,"[0.0, 0.0, 0.0, 2.05850061, 2.74466748]",0.4226993645415974,0.5007020871845828,33.09990150614988,34.87794756065112,4.914230115949081,6.599168062063155,0.9149433600015264,1.6319469780539384,71,82,23042,34486,,,0.7842196088523145,0.8262502893094561
DTLZ1,5,4,"[0.0, 0.0, 0.0, 0.0, 2.47879923]",0.3722597992342151,0.40599671254236447,26.65316868279342,32.0,7.6928180784163445,6.737577505010551,1.014753396599742,0.8991779231441465,6,86,30912,43086,,,0.37206015410776,0.4687556795933025
DTLZ1,5,5,"[2.22e-16, 2.22e-16, 2.22e-16, 0.843, 1.15]",0.46395678158634773,0.31420406355573544,32.59213746355439,31.999999999999996,7.584174692487224,7.156337771690497,0.3150057737129911,1.0140303187324877,52,80,36120,50052,,,0.8007362865985459,0.9758341537558288
DTLZ1,5,6,"[2.22e-16, 2.22e-16, 2.22e-16, 0.314, 0.451]",0.8352760302393747,0.6179494529026183,33.0383245369143,28.208444773805773,8.663800911570517,8.417948400255764,0.12959162579413092,1.0142628899767931,17,68,45178,50052,,,0.8834191667341205,0.9750942605357473
DTLZ1,5,7,"[2.22e-16, 2.22e-16, 2.22e-16, 0.167, 0.235]",0.9746290617626561,0.5920252408053875,32.37048910050966,25.340616100656177,71.01227183732469,8.370834609914878,0.0833457859266632,1.0141605557722075,81,67,50084,50052,,,0.8982231201572597,0.974857014347325
DTLZ1,5,8,"[2.22e-16, 2.22e-16, 2.22e-16, 0.167, 0.235]",0.9746290617626561,0.5920252408053875,32.37048910050966,25.340616100656177,71.01227183732469,8.370834609914878,0.0833457859266632,1.0141605557722075,81,67,50084,50052,,,0.8982231201572597,0.974857014347325
DTLZ2,5,1,"[2.31e-17, 4.58e-17, 1.55e-17, 1.35e-17, 1.01]",0.8220831487574398,0.9053719825744,32.0,32.22903028350059,15.696954885008042,24.914365875117763,0.5709727514568188,0.535704571589423,38,86,12012,17286,,,0.12826468186059062,0.042861030402408094
DTLZ2,5,2,"[1.89e-34, 0.0, 0.0, 1.04, 0.173]",0.8389622574600814,0.8971709201338394,32.0,32.37912493576491,11.997728220984209,25.797689443551644,0.6167939020362192,0.593922188474612,49,86,18062,25886,,,0.12054721702042302,0.05437440127825979
DTLZ2,5,3,"[1.89e-34, 0.0, 0.222, 0.886, 0.443]",0.8442443724916489,0.9018848581922949,28.638623660781874,30.824841772989778,18.407704969691196,27.01305205052958,0.7077657509699665,0.6947756911783899,50,85,24308,34486,,,0.1421163114035461,0.10056485212495206
DTLZ2,5,4,"[1.89e-34, 0.0, 0.166, 0.995, 0.0]",0.8299819079547225,0.9068737699674204,31.552216836495532,28.8207939102415,15.288407105475367,25.889380475387256,0.6228375896384554,0.5924420088240172,45,86,32146,43086,,,0.1099266356449017,0.048582832250537195
DTLZ2,5,5,"[2.22e-16, 2.22e-16, 0.196, 0.851, 0.414]",0.8540989825288334,0.9102072457014503,26.464680791608753,29.257227147308075,17.49143166075138,28.33390061101027,0.7044895296001453,0.6878013596326369,47,85,38074,50052,,,0.18027631075606482,0.09941203278450438
DTLZ2,5,6,"[2.22e-16, 2.22e-16, 0.195, 0.851, 0.414]",0.8587558459903241,0.9099337026390011,27.353672598370494,29.260375233780213,20.43658901159704,28.31551213010805,0.6968274806690689,0.6876754559943657,63,85,47274,50052,,,0.1920415941994357,0.10368766370350567
DTLZ2,5,7,"[2.22e-16, 2.22e-16, 0.195, 0.851, 0.414]",0.870020315227318,0.9099337026390011,28.710954406110574,29.260375233780213,27.266032074298778,28.31551213010805,0.6904842473604966,0.6876754559943657,82,85,50034,50052,,,0.21043395569784323,0.10368766370350567
DTLZ2,5,8,"[2.22e-16, 2.22e-16, 0.195, 0.85, 0.414]",0.8700323482071156,0.9099569290883776,28.63771210901422,29.260375233780213,27.277187456146756,28.321512792858933,0.6905353065811104,0.6877355295675684,82,85,50034,50052,,,0.21043395569784323,0.10368766370350567
DTLZ3,5,1,"[9.66e-48, 0.0, 0.0, 12.2, 73.1]",0.0,0.6206892638722352,0.0,33.33907869541864,36.86483556736523,13.545559067153253,60.14348741959032,26.030117597095977,0,82,4614,17286,,,0.0,0.09927738032275915
DTLZ3,5,2,"[2.91e-49, 0.0, 0.0, 4.22, 10.6]",0.0,0.904732160080734,0.0,32.34691385340042,22.931964894044064,13.500682582132924,32.143765913961296,7.2245847949970985,0,83,10918,25886,,,0.0,0.028385243879873547
DTLZ3,5,3,"[5.96e-50, 0.0, 0.0, 6.98, 1.16]",0.0,0.8906728890910259,0.0,32.100825082565606,10.961617669249403,21.72379377144237,12.608415892038007,10.645727369652226,0,82,17894,34486,,,0.0,0.09585176450463412
DTLZ3,5,4,"[5.96e-50, 0.0, 0.641, 3.21, 0.641]",0.0,0.2743190320887324,0.0,34.37284591831847,10.227803169680907,4.66245168726368,10.929357154552939,0.7680305471729549,0,86,24756,43086,,,0.0,1.4219198623499481e-05
DTLZ3,5,5,"[2.22e-16, 2.22e-16, 2.22e-16, 2.22e-16, 3.07]",1.0,0.9028767903634812,27.364364909698317,32.6379189112481,9.583114676906176,20.173586808566657,9.918124297035067,2.857999373605881,0,86,25776,50052,,,0.0010999026903187254,0.0011719142190029636
DTLZ3,5,6,"[2.22e-16, 2.22e-16, 2.22e-16, 2.22e-16, 1.95]",0.0,0.9336946714012795,0.0,32.637795656304064,9.171463451904183,20.170202952118903,7.207405125739215,2.857999373605881,0,86,33378,50052,,,0.0,0.002883594325627544
DTLZ3,5,7,"[2.22e-16, 2.22e-16, 2.22e-16, 2.22e-16, 1.01]",0.0,0.8694947869075411,0.0,32.62144598119537,5.471901296725779,20.16725446476467,2.8026159054473943,2.857999373605881,0,86,42378,50052,,,0.0,0.12424980514434489
DTLZ3,5,8,"[2.22e-16, 2.22e-16, 2.22e-16, 2.22e-16, 1.01]",0.0,0.8256785090937303,0.0,32.62144091936486,4.866253203842317,20.16725446476467,1.6854593874647297,2.857999373605881,0,86,50028,50052,,,0.0,0.3123947926835831
DTLZ4,5,1,"[6.08e-19, 1.05e-166, 0.723, 0.241, 0.723]",0.5751569932449053,0.9062499761297037,26.013978765773146,33.23555249599644,4.407859482033492,29.306778992437447,0.8198096568336509,0.7071362317138146,8,86,1714,17286,,,0.13977495731499578,0.12143980724865144
DTLZ4,5,2,"[1.52e-35, 0.0, 0.844, 0.0, 0.633]",0.8127321341546594,0.9016756504029737,31.075259221886878,30.764939440119747,12.06081525964712,27.45519467927915,0.6861944284279565,0.6635245552938325,33,85,3422,25886,,,0.13809829082662223,0.1186738945795286
DTLZ4,5,3,"[0.664, 0.742, 0.742, 0.742, 0.625]",0.09274137526244915,0.4364630302843091,40.09077708298008,62.130957356023686,3.6568286687680898,11.42306518075756,0.867001068506292,0.7865919405298568,8,86,4248,34486,,,0.11314446684862557,0.0992244305061425
DTLZ4,5,4,"[0.664, 0.742, 0.742, 0.742, 0.625]",0.09296144990075476,0.446733351799456,38.49149407353798,56.24286743446096,3.8346424141862334,10.73433505362615,0.8662518558151235,0.7827656274550026,8,86,5048,43086,,,0.01708647115707647,0.020787833956749924
DTLZ4,5,5,"[0.664, 0.742, 0.742, 0.742, 0.625]",0.09276683386811539,0.4428698734393575,42.21703700174704,55.99513133481046,3.937956532106322,11.163621863723053,0.8659161877104959,0.7846865488717724,8,85,5848,50052,,,0.10341322382911346,0.08602356496430608
DTLZ4,5,6,"[0.664, 0.742, 0.742, 0.742, 0.625]",0.09278296643102019,0.44288814788406583,37.95273737866633,55.99513853618122,3.7526764780168635,11.163621863723053,0.8659451205642241,0.7846865488717724,8,85,6648,50052,,,0.10314087710405466,0.08602605890084226
