,iRVEA_EH-metric,iNSGAIII_EH-metric,iRVEA_R_HV,iNSGAIII_R_HV,iRVEA_PMOD,iNSGAIII_PMOD,iRVEA_PMDA,iNSGAIII_PMDA,iRVEA_CCF,iNSGAIII_CCF,iRVEA_FE,iNSGAIII_FE,iRVEAUPCF,iNSGAIIIUPCF,iRVEA_UPCF,iNSGAIII_UPCF
63,0.861207145661001,0.916941941629756,27.5461711934168,31.0658938550841,23.2090036192905,31.1500696777829,0.694428091061818,0.685187903111505,70.2,85.2,49067.8,50052,,,0.085118324958375,0.052082436676595
64,0,0.542762344053679,0,32.4144257961191,19.3568263981823,24.0661086079266,30.4087360665816,16.7800745937899,0,84,9110.4,17286,,,0,0.115880919254013
65,0.247266659384024,0.666682064652458,7.14360952426421,32.8388220279326,14.2218284503049,18.7923254452154,19.4165613263895,7.94491971046357,0.2,84.3,15543.2,25886,,,0.076438047927699,0.118665851597516
66,0.197694595307801,0.578457138355505,3.55643467459587,32.8087809833485,10.3101127058459,10.5770491817564,10.8986317363418,4.44925811196775,0.3,84,21791,34486,,,0.000407099539857,0.173815027418608
67,0.301963323947013,0.571071162425928,6.89285668995602,32.4394601247856,7.88907325675359,7.65534886030077,6.6131066241705,2.75184467073404,0.4,84.9,27945.6,43086,,,0.120533520119534,0.254839781165971
68,0.476956655830665,0.590203441041444,14.1496584110869,32.2120487986338,5.83464863271039,8.53300201155644,2.88822337967937,3.32893517330557,10.3,77.5,32410.8,50052,68,,0.184796183169603,0.195359864310281
69,0.618543855530397,0.643401090193294,24.2628949235954,32.2532139474362,6.40522310592573,9.26541579680255,1.43006344539803,3.32893517330557,23,75.4,41019.6,50052,69,,0.202467403818257,0.262613280654874
70,0.765681227796424,0.74385124596447,26.1260729633688,31.9561680002536,13.8125818320584,12.1597546220376,0.704590558773066,3.32893517330557,37.3,73.6,48433.6,50052,70,,0.311265304689969,0.347645061588157
71,0.767461690498355,0.741308398728074,28.6984494660564,31.9566263171393,14.9491596411543,12.1597546220376,0.687888115423171,3.32893517330557,44.3,73.6,50049.4,50052,71,,0.412165397970882,0.458829032883584
68,0.476956655830665,0.590203441041444,14.1496584110869,32.2120487986338,5.83464863271039,8.53300201155644,2.88822337967937,3.32893517330557,10.3,77.5,32410.8,50052,68,,0.137139253892811,0.135173211635949
73,0.726773232009705,0.901377021254677,26.4597467763129,30.232039756788,13.6300119737358,24.5958313713659,0.74763382147166,0.663829612639917,31.3,85.8,9278.2,25886,,,0.096852438859456,0.120774351134759
74,0.246281701537867,0.43684925223145,49.3170304110414,60.4745899978195,6.53885678388147,11.7094160878377,0.837746026810061,0.787817447278761,28.8,85.6,10816.4,34486,,,0.124709218588751,0.09321144453009
75,0.267488138150209,0.462452366938145,46.4528025912858,56.5657717245525,7.41155513738242,11.2252894337864,0.831946596928963,0.783832084089133,29.7,85.7,15475.8,43086,,,0.053234383044598,0.047725674881164
76,0.274755278534715,0.470532856573,46.7780935414393,56.4222621782317,7.58780461469368,11.0570154934215,0.829880189990885,0.783493607146928,38.2,84.7,20455.8,50052,,,0.05740137942561,0.053164159963413
77,0.272204652178628,0.467967584341702,46.2160012642467,56.4212225341952,7.50727320448061,11.0570154934215,0.829761393539391,0.783493607146928,34.2,84.7,25435.8,50052,,,0.058693638157501,0.053155971507848
78,0.666634607826847,0.500438373155644,18.9446062101843,19.6184796784851,11.3989340122092,8.63706637174163,0.694438509249166,0.885713852667607,32.7,84.7,28375,50052,,,0.018682837231975,0.05300263053684
79,0.557121839722857,0.498542745164988,11.921317451601,12.1465836127617,10.206515654431,9.02106117781916,0.68813292504112,0.885713852667607,35.4,84.7,29681.6,50052,,,0.01894090903382,0.053003007349003
80,0.429258613712701,0.382023770325499,10.4098767020604,12.4494998613941,4.84119705269305,6.99236569753576,1.62027552312223,1.57509777243573,20.7,78.3,5539.6,17286,,,0.256470695841439,0.296008136794677
81,0.399871433248441,0.385026444860663,9.84328943301189,13.2974278046362,4.94715118196509,6.86063147347922,1.79854647759027,1.66310208215551,24.3,75.8,8229.2,25886,,,0.270677249943812,0.321750561904864
82,0.450433968900238,0.057733938465743,150.202106043606,163.621257711923,2.56063541620635,3.60932575646213,1.15923139401542,1.40889300751365,3.7,74.8,10070.4,34486,,,0.006367034863745,0.006685769792732
83,0.423339176763281,0.090000976135734,123.126793718544,115.69234059546,2.62961421075141,4.33547509101305,1.08719513636583,1.49062898642394,4.3,66,15063.2,43086,,,0.023150179250598,0.026349171507129
84,0.379066333332313,0.10672813863186,179.680173968645,168.8672118004,2.51047135467192,3.53050542584051,1.0194024531371,1.34550608464334,1.8,56.6,20522.6,50052,,,0.001519150335028,0.001348158828063
85,0.494468242521718,0.106913988304033,177.351985667161,168.615927790377,2.57506946124009,3.53050542584051,0.999626489209302,1.34550608464334,2,56.5,27279,50052,,,0.00151969526991,0.001348114639198
86,0.437654731224797,0.290364265366142,7.13062395259907,7.50859505107176,3.83066018280343,6.68087388745852,0.998653018217989,1.45821970745926,3.9,56.2,28176,50052,,,0.186209284629521,0.161107334697774
87,0.424837157968047,0.294530809663815,7.54581682843102,7.45886723336678,3.82951917526715,6.68087388745852,1.02686641258797,1.45821970745926,4,56.1,29084.8,50052,,,0.181082106387619,0.151070182522039
88,0.487514078246649,0.256395910091515,16.7251402317383,11.6191569091281,6.06094288514497,6.86774946249157,5.88666596698913,6.78095108058276,17.6,82.7,11174.2,17286,,,0.728122551335996,0.810964144281956
89,0.5014027768178,0.250812690077072,17.9262952140373,12.3380267942844,6.01295425670793,6.92936308592855,5.81457112444559,7.06529363410983,16.4,79.8,18962.6,25886,,,0.766691499824217,0.846213988293545
90,0.28736323866288,0.183970301826488,42.1223944454148,42.9885100131342,3.47933779899103,4.99657488469869,1.59826836978201,3.60408367063437,15.5,54.4,23473.8,34486,,,0.489547569456566,0.470388093038779
91,0.442283139951453,0.137976348989238,42.923413895375,46.8101312843205,2.98310740945426,4.26765452157816,1.30359353235159,2.41418427533205,2.8,57,32635,43086,,,0.28777832171884,0.32599908855476
92,0.437000717423382,0.105616624254233,43.1846723117952,43.9895528307864,2.55062446219077,4.10584523447685,1.01915010410408,2.25039156666308,2.6,61,41815,50052,,,0.419449321853024,0.429852798882077
93,0.463559872514218,0.107249646752345,43.1628676238728,43.9374475652302,2.49173476023209,4.10584523447685,0.956109499899245,2.25039156666308,2.5,57.8,49302.2,50052,,,0.35335035993958,0.360332091963166
94,0.477543777839445,0.126621589762026,31.9899720098893,32.0942930643823,2.03135452286125,3.82246633060936,0.91670034156442,2.24465669725705,2.6,57.6,50027.8,50052,,,0.356347655987863,0.362506144130681
95,0.477543777839445,0.126621589762026,31.9899720098893,32.0942930643823,2.03135452286125,3.82246633060936,0.91670034156442,2.24465669725705,2.6,57.6,50027.8,50052,,,0.356347655987863,0.362506144130681
