problem,num_obj,iteration,reference_point,iRVEA_EH-metric,iNSGAIII_EH-metric,iRVEA_R_HV,iNSGAIII_R_HV,iRVEA_PMOD,iNSGAIII_PMOD,iRVEA_PMDA,iNSGAIII_PMDA,iRVEA_CCF,iNSGAIII_CCF,iRVEA_FE,iNSGAIII_FE
DTLZ1,3,1,"[2.88, 17.3, 0.0]",0.84658283490612,0.6772259778930049,6.920727828403976,7.5508164782625,13.508375879413064,10.684642155445436,20.926402716748864,18.930078474851516,11,12,2300,2412
DTLZ1,3,2,"[0.0, 0.819, 2.05]",0.5111430309079084,0.44989833969318643,2.7177817688968773,3.7712270173569147,12.753437764819935,13.162866248590742,18.1872792510236,16.614240934340206,5,12,3714,3612
DTLZ1,3,3,"[0.0, 0.0, 1.58]",0.4551593703205906,0.36696255727270066,4.013092111332848,1.887478267417158,9.713602906682775,14.98184446340006,13.587403119413928,18.209616562083102,12,4,5058,4812
DTLZ1,3,4,"[0.237, 0.315, 0.0]",0.5446293848308471,0.3619792761024866,3.091359618946825,3.8146111091739416,11.217021250457506,10.282054037453399,12.28009028358987,12.456914071556199,3,12,5912,6012
DTLZ1,3,5,"[2.22e-16, 2.22e-16, 0.483]",0.3592127355926745,0.2044425094458308,4.715435763305979,1.9638278195939713,9.541839850156409,15.496875154244737,11.487883761328234,14.755878467490625,12,10,7028,7212
DTLZ1,3,6,"[2.22e-16, 2.22e-16, 0.415]",0.7724279972619759,0.8139348624630404,6.797194841751973,7.691271474636628,8.506778199186135,10.428104563776028,9.593570375703637,17.287599371086035,4,11,8428,8412
DTLZ1,3,7,"[2.22e-16, 2.22e-16, 0.415]",1.0,0.5674344666827084,2.644222755550485,4.29490079431349,8.237924467826407,8.257728493651337,9.396211917631783,6.117866604624801,1,12,9828,9612
DTLZ1,3,8,"[2.22e-16, 2.22e-16, 0.414]",0.0,0.5245992634529444,0.0,4.430145944722818,6.456342632888158,4.3771445101705275,5.991115347055205,3.078188325946295,0,12,11228,10812
DTLZ2,3,1,"[2.25e-17, 0.165, 0.989]",0.8781504112845467,0.8277678150265307,7.952117794319321,8.021380855220208,6.6359587844901595,7.152295554184823,0.6571664899169588,0.6536658682009714,8,12,2460,2412
DTLZ2,3,2,"[9.09e-18, 1.0, 0.0]",0.7631406059408243,0.919513759534305,6.723331909694868,8.02075429279861,5.509461104436112,21.65748788518699,0.621718656004485,0.5094460570168128,7,12,3446,3612
DTLZ2,3,3,"[0.812, 0.609, 0.0]",0.5264560302164196,0.9289678051341771,5.947700627796209,7.4880256579945055,3.578530680727387,5.203822021472232,0.8773997035187339,0.6619433364116459,3,11,3856,4812
DTLZ2,3,4,"[0.932, 0.373, 0.0]",0.80485958649404,0.923241799484735,7.725404685693931,7.875275645593703,8.577758152129368,24.18582329140001,0.6799937763535188,0.6200396021331362,14,12,4666,6012
DTLZ2,3,5,"[0.183, 0.183, 0.954]",0.5750564961860767,0.6220186602630369,7.4601256740820965,5.338883185183851,3.4822666364759782,4.827065649788903,0.8785217744111065,0.8266958264960896,3,8,5078,7212
DTLZ2,3,6,"[0.188, 0.188, 0.958]",0.6512826519811292,0.8832735345992238,7.639513889828555,8.044450665536127,4.261337444297807,7.611017114792007,0.8176846973241948,0.6960303034525647,4,10,5478,8412
DTLZ2,3,7,"[0.191, 0.191, 0.961]",0.6339360923185636,0.9021617836220485,7.61304602070704,8.580277527184522,4.414395953359325,10.187438519013087,0.818361787023507,0.6637842495145488,3,10,5878,9612
DTLZ2,3,8,"[0.191, 0.191, 0.961]",0.6835267271032732,0.8917377687533418,7.790045300630299,7.881760730371264,4.709720168347414,3.761474073385905,0.7610378010147872,0.6910944339075273,3,10,6408,10812
DTLZ3,3,1,"[21.2, 0.0, 52.9]",0.8745399336808155,0.30043096854598855,7.134575809315884,7.809733281545403,37.255756989255026,20.450337591552206,72.00099900934158,89.86144541097063,1,12,2224,2412
DTLZ3,3,2,"[4e-32, 3.77, 9.43]",1.0,0.32370694064324707,1.4601946455026602,2.8663055547695837,24.615833523993125,15.759581947246764,43.92559067107788,39.57448092686255,1,12,3590,3612
DTLZ3,3,3,"[1.26e-32, 0.386, 2.32]",0.0,0.2780989004465574,0.0,2.254901359811281,24.553190695100376,18.226128905931095,39.68026698913355,31.89145763712365,0,12,4972,4812
DTLZ3,3,4,"[0.172, 0.0, 1.03]",0.0,0.14221138679230336,0.0,2.551991688738243,22.67970771318137,16.065497143919455,35.4633174568968,26.7893724048437,0,12,6330,6012
