problem,num_obj,iteration,reference_point,iRVEA_EH-metric,iNSGAIII_EH-metric,iRVEA_R_HV,iNSGAIII_R_HV,iRVEA_PMOD,iNSGAIII_PMOD,iRVEA_PMDA,iNSGAIII_PMDA,iRVEA_CCF,iNSGAIII_CCF,iRVEA_FE,iNSGAIII_FE
DTLZ1,3,1,"[2.88, 17.3, 0.0]",1.0,0.9284342072262783,1.0000000000000002,8.307866706360379,21.25688759628172,12.992268354583429,32.045145594568076,16.114793728336902,0,12,2668,2412
DTLZ1,3,2,"[0.0, 0.819, 2.05]",0.9425709946571321,0.5141466536841348,1.1823706940584455,4.297646046605286,19.53498489556076,11.129989653395345,24.23930572658513,11.013425991374731,1,12,3200,3612
DTLZ1,3,3,"[0.0, 0.0, 1.58]",0.31228261120466533,0.4031458358841166,2.162173504115748,3.9242895466307557,13.274240740632528,7.30170504698537,22.026288552506244,10.243757177646266,6,12,4392,4812
DTLZ1,3,4,"[0.237, 0.315, 0.0]",1.0,0.5169797697116927,1.0,3.8287532221289333,9.768828095540972,5.703390685092751,12.641594478617147,6.610444556533827,1,12,5434,6012
DTLZ1,3,5,"[2.22e-16, 2.22e-16, 0.483]",0.3729900051405861,0.3289312989443389,2.541643192896099,3.1335955252090018,9.663399343485548,5.814254749467771,13.64232968022285,6.552575009800395,7,12,6228,7212
DTLZ1,3,6,"[2.22e-16, 2.22e-16, 0.415]",0.41986992566386316,0.31201415328930315,2.4608548649584625,3.3265486950293943,8.073361884308888,5.154546005446699,8.421429392337812,4.97191744221745,5,12,7628,8412
DTLZ1,3,7,"[2.22e-16, 2.22e-16, 0.415]",0.2674024441437032,0.43834553915423335,2.0500183186513716,3.915045585308862,7.925378954821696,5.005840460123616,7.51313601204211,4.442387891497023,9,12,9028,9612
DTLZ1,3,8,"[2.22e-16, 2.22e-16, 0.414]",0.30858266858031247,0.18221307941568732,2.1464845684783516,2.086269857861407,6.4133581646175974,4.940921773497757,4.829683004116015,4.8541450814176,11,12,10428,10812
DTLZ2,3,1,"[2.25e-17, 0.165, 0.989]",0.7945243002047616,0.9303290944179801,7.926488156242532,8.02379961888702,7.7392111518579085,7.583304016488642,0.6539235202659525,0.6088535470605915,11,11,2748,2412
DTLZ2,3,2,"[9.09e-18, 1.0, 0.0]",0.7873875613187441,0.9058701218758214,7.9896422699035545,7.221985784269084,6.085394312697988,21.514166338825017,0.628083326797249,0.5108220209433851,10,11,4016,3612
