,iRVEA_EH-metric,iNSGAIII_EH-metric,iRVEA_R_HV,iNSGAIII_R_HV,iRVEA_PMOD,iNSGAIII_PMOD,iRVEA_PMDA,iNSGAIII_PMDA,iRVEA_CCF,iNSGAIII_CCF,iRVEA_FE,iNSGAIII_FE
79,0.5841520174970476,0.5093267348595926,12.84291075072357,12.144984347782621,9.449682773462637,9.0064869011613,0.6592547705097181,0.8865968037607415,31.9,84.5,25535.0,50052.0
80,0.43457884195581525,0.3507701082674423,8.330267329784435,11.829266798931117,4.750111287440231,7.535651458579326,1.3851192578307043,1.4004159590781078,15.6,76.3,4012.8,17286.0
81,0.3878542455764332,0.34832052117931694,8.897054656205349,11.791715880340192,4.820119547944851,7.253396807332,1.6703572305793597,1.500558885027917,16.5,74.8,6032.8,25886.0
82,0.37941880067810974,0.05197394393585775,154.68472103666588,166.75714962377916,2.6816650203388686,3.50505709585224,1.0259306405400703,1.2998119368147474,2.7,76.4,6539.6,34486.0
83,0.50738465972362,0.07829750955765048,124.03223950354895,129.65801034704515,2.587774224960296,4.196025742086007,0.9947072256219525,1.3720761761605802,2.5,72.2,9162.4,43086.0
84,0.39798861035154703,0.07018199784724073,179.92497248081833,160.733536315531,2.418583900948144,3.6778754372492095,0.9392292029026171,1.528776129714123,2.2,51.0,12566.4,50052.0
85,0.4059487364372438,0.07015584344558287,179.4865939251001,160.88024879764106,2.3912887916374763,3.6778754372492095,0.9536606352348199,1.528776129714123,2.0,51.0,17226.8,50052.0
86,0.48140813794336895,0.2395398031057331,7.797656581973274,7.907955644071483,3.5268541983234476,6.420722555954454,1.0100054063263735,1.6176676565623016,2.9,50.9,17943.6,50052.0
87,0.4542584249318198,0.24404968143233785,7.99730104850384,7.841035838218568,3.5613300090751236,6.420722555954454,1.0291506186436934,1.6176676565623016,2.7,50.9,18671.8,50052.0
88,0.5076489847178319,0.2529898695808087,15.953498290949074,12.134323916688718,6.163208308056062,6.7951954742939495,5.942598270420739,6.766200798791329,15.1,81.4,10754.2,17286.0
89,0.4726242074971925,0.24131693701381063,17.30455719487806,11.808383429856903,6.089052527933488,6.894322031253043,5.801303988011211,7.1240822044721055,14.0,80.7,18712.6,25886.0
90,0.3274454465282699,0.1661057825426437,38.6294921482031,43.69645013304845,3.896810123901684,4.828385149133942,1.9063318209619176,3.3724431114338813,14.9,65.1,22183.8,34486.0
91,0.4155501364772318,0.12888549108639696,43.173888877832205,44.13286717672827,3.2180013991172176,4.357894069078491,1.3510235661050787,2.6076828378117622,17.9,67.0,30390.6,43086.0
92,0.3979432201663601,0.10745932930669407,43.84974555333657,44.86598424269438,2.8126549824586804,4.230889381829765,1.1259672630293032,2.540016552317552,3.2,64.1,39257.8,50052.0
93,0.4677083030229957,0.09821339025804257,43.85371131037908,44.807369286389005,2.3751760062061047,4.230889381829765,0.8799544584215309,2.540016552317552,2.5,55.1,47243.4,50052.0
94,0.47111955525385757,0.14166012734262295,32.002669011434115,32.03880949958996,2.029251968496191,3.916990209552953,0.8752839419738448,2.537967089008376,2.6,55.1,49468.4,50052.0
95,0.47111955525385757,0.14166012734262295,32.002669011434115,32.03880949958996,2.029251968496191,3.916990209552953,0.8752839419738448,2.537967089008376,2.6,55.1,50053.4,50052.0
