problem,num_obj,iteration,reference_point,iRVEA_EH-metric,iNSGAIII_EH-metric,iRVEA_R_HV,iNSGAIII_R_HV,iRVEA_PMOD,iNSGAIII_PMOD,iRVEA_PMDA,iNSGAIII_PMDA,iRVEA_CCF,iNSGAIII_CCF,iRVEA_FE,iNSGAIII_FE
DTLZ1,3,1,"[2.88, 17.3, 0.0]",0.8471115754164237,0.5543450757097387,8.026982638691441,5.723658697321057,10.954475233080242,11.450249712656772,14.169924398031007,22.50507562194312,11,8,2286,2412
DTLZ1,3,2,"[0.0, 0.819, 2.05]",0.5820666490502948,0.24413805928018667,4.244253707391095,1.8236201867424382,11.033690496191417,9.140944281807128,11.611608831612521,17.25242507142297,13,8,3140,3612
DTLZ1,3,3,"[0.0, 0.0, 1.58]",0.46235492603833606,0.3215448769621082,2.4125525737915448,3.5298715477691447,10.83388527905501,12.173425637342078,12.955757656606927,13.558060696155174,4,12,3960,4812
DTLZ1,3,4,"[0.237, 0.315, 0.0]",0.48552054485864443,0.34122862475920346,3.2725169481406517,3.8820592991364293,8.601237629627962,7.579333635965148,7.9673547109643055,8.25594645514437,9,11,5166,6012
DTLZ1,3,5,"[2.22e-16, 2.22e-16, 0.483]",0.699261307746945,0.40210672170852235,2.7353221430723487,3.3285353291227056,7.304658807291542,7.841212933711223,8.795501897895607,7.400062475464492,2,12,6044,7212
DTLZ1,3,6,"[2.22e-16, 2.22e-16, 0.415]",0.5398065148823694,0.4798655144402784,2.6817889743194496,4.188535050540052,6.197090026284939,6.10556064826363,7.078635317414938,5.070234575880672,3,12,7400,8412
DTLZ1,3,7,"[2.22e-16, 2.22e-16, 0.415]",0.5774090709365662,0.427272646030464,2.660894693851207,4.474062701775376,5.047602732878833,4.549952139898474,4.421292581828007,3.2568906666007393,3,12,8800,9612
DTLZ1,3,8,"[2.22e-16, 2.22e-16, 0.414]",0.7494122313722025,0.6112825525409153,4.467722592005148,5.157462925127282,4.106395123559559,4.9807180187592,1.9723724554075928,1.4447987788061238,3,12,10200,10812
DTLZ2,3,1,"[2.25e-17, 0.165, 0.989]",0.8011764380816725,0.9218934138917299,7.8551996507878155,7.734727047590671,8.503986993776788,19.467113668950326,0.6496128372889656,0.5727752688025584,12,12,2524,2412
DTLZ2,3,2,"[9.09e-18, 1.0, 0.0]",0.7913641594878935,0.08941752757572981,7.987691465932378,1.064613442256821,5.807631569222336,3.7946865580789666,0.6283446780338863,1.080179733734812,11,12,3494,3612
DTLZ2,3,3,"[0.812, 0.609, 0.0]",0.614142565791774,0.7123565152714708,7.209421516784176,7.436424949435817,4.317287434045361,5.769460691541251,0.8211012477247985,0.7481794292197197,4,12,3904,4812
DTLZ2,3,4,"[0.932, 0.373, 0.0]",0.7936265737371113,0.9139418945554756,7.212740217660357,7.817324459272174,8.544395306412252,6.619244939940472,0.6814536942396874,0.6870307927177977,13,10,5152,6012
DTLZ2,3,5,"[0.183, 0.183, 0.954]",0.6350625209179734,0.8977461208686378,7.635294911160741,7.848683425816349,3.9249380574807127,10.263105222246256,0.8169004262447467,0.6605738749531569,4,11,5564,7212
DTLZ2,3,6,"[0.188, 0.188, 0.958]",0.6620619492338113,0.8285460666549991,7.738246199169105,7.922829586965776,4.242216376459188,4.978698785224205,0.8161228429414894,0.685022605912593,3,12,5964,8412
DTLZ2,3,7,"[0.191, 0.191, 0.961]",0.7797485814057965,0.8217754602930575,7.802068032992857,7.91916690676494,8.636340859674618,5.4939443949841165,0.6990813614539235,0.6863050607396725,12,11,6524,9612
DTLZ2,3,8,"[0.191, 0.191, 0.961]",0.7971855369196303,0.8775905167646568,7.810824365746456,7.545363349045688,9.520553407828668,4.75457891628654,0.6854719978860335,0.6597530662022285,14,12,8102,10812
DTLZ3,3,1,"[21.2, 0.0, 52.9]",1.0,0.24715148678022597,7.232748597519573,8.371485832109396,22.06326663234779,14.373071539998282,43.89936919949412,38.80799929826973,1,12,2812,2412
DTLZ3,3,2,"[4e-32, 3.77, 9.43]",0.0,0.2171202804099495,0.0,4.281404331283627,22.956552691471995,11.231698182583873,36.144746076414684,27.13443349664287,0,12,4162,3612
DTLZ3,3,3,"[1.26e-32, 0.386, 2.32]",0.921420869017713,0.36358516241451344,1.2547466333994712,3.035054538502248,19.04950149233116,15.691350531005508,29.31101475723352,20.036251156207584,0,12,5598,4812
